,CH1,CH2,CH3
Second,Volt,Volt,Volt
-2.10200e-04,-6.00e-02,2.00e-02,1.93e-01, 
-2.09200e-04,-2.00e-02,2.00e-02,1.93e-01, 
-2.08200e-04,-8.00e-02,6.00e-02,1.91e-01, 
-2.07200e-04,-4.00e-02,6.00e-02,1.91e-01, 
-2.06200e-04,-8.00e-02,2.00e-02,1.94e-01, 
-2.05200e-04,-6.00e-02,4.00e-02,1.94e-01, 
-2.04200e-04,-1.00e-01,8.00e-02,1.90e-01, 
-2.03200e-04,-8.00e-02,8.00e-02,1.90e-01, 
-2.02200e-04,-1.20e-01,2.00e-02,1.88e-01, 
-2.01200e-04,-1.00e-01,8.00e-02,1.88e-01, 
-2.00200e-04,-1.60e-01,4.00e-02,1.86e-01, 
-1.99200e-04,-1.00e-01,8.00e-02,1.87e-01, 
-1.98200e-04,-1.60e-01,6.00e-02,1.84e-01, 
-1.97200e-04,-1.40e-01,1.00e-01,1.84e-01, 
-1.96200e-04,-1.80e-01,6.00e-02,1.81e-01, 
-1.95200e-04,-1.60e-01,6.00e-02,1.81e-01, 
-1.94200e-04,-2.00e-01,1.00e-01,1.79e-01, 
-1.93200e-04,-1.60e-01,8.00e-02,1.81e-01, 
-1.92200e-04,-2.20e-01,1.20e-01,1.78e-01, 
-1.91200e-04,-1.80e-01,1.00e-01,1.78e-01, 
-1.90200e-04,-2.20e-01,8.00e-02,1.74e-01, 
-1.89200e-04,-2.20e-01,1.00e-01,1.76e-01, 
-1.88200e-04,-2.20e-01,1.40e-01,1.74e-01, 
-1.87200e-04,-2.20e-01,1.20e-01,1.74e-01, 
-1.86200e-04,-2.40e-01,1.00e-01,1.72e-01, 
-1.85200e-04,-2.40e-01,1.00e-01,1.72e-01, 
-1.84200e-04,-2.60e-01,1.40e-01,1.71e-01, 
-1.83200e-04,-2.40e-01,1.00e-01,1.74e-01, 
-1.82200e-04,-3.00e-01,1.40e-01,1.71e-01, 
-1.81200e-04,-2.80e-01,1.40e-01,1.71e-01, 
-1.80200e-04,-3.00e-01,1.20e-01,1.73e-01, 
-1.79200e-04,-3.00e-01,1.60e-01,1.72e-01, 
-1.78200e-04,-3.20e-01,1.40e-01,1.69e-01, 
-1.77200e-04,-3.00e-01,1.60e-01,1.69e-01, 
-1.76200e-04,-3.40e-01,1.20e-01,1.67e-01, 
-1.75200e-04,-3.20e-01,1.40e-01,1.68e-01, 
-1.74200e-04,-3.60e-01,1.60e-01,1.71e-01, 
-1.73200e-04,-3.60e-01,1.60e-01,1.72e-01, 
-1.72200e-04,-3.40e-01,1.40e-01,1.70e-01, 
-1.71200e-04,-3.80e-01,1.60e-01,1.70e-01, 
-1.70200e-04,-3.60e-01,1.80e-01,1.72e-01, 
-1.69200e-04,-3.60e-01,1.40e-01,1.71e-01, 
-1.68200e-04,-4.00e-01,2.00e-01,1.74e-01, 
-1.67200e-04,-3.80e-01,1.60e-01,1.74e-01, 
-1.66200e-04,-4.40e-01,2.00e-01,1.76e-01, 
-1.65200e-04,-4.00e-01,1.60e-01,1.75e-01, 
-1.64200e-04,-4.40e-01,2.00e-01,1.79e-01, 
-1.63200e-04,-4.20e-01,1.80e-01,1.79e-01, 
-1.62200e-04,-4.40e-01,2.40e-01,1.78e-01, 
-1.61200e-04,-4.40e-01,1.80e-01,1.78e-01, 
-1.60200e-04,-4.80e-01,2.20e-01,1.82e-01, 
-1.59200e-04,-4.60e-01,1.80e-01,1.82e-01, 
-1.58200e-04,-4.80e-01,2.40e-01,1.85e-01, 
-1.57200e-04,-4.60e-01,2.00e-01,1.84e-01, 
-1.56200e-04,-5.20e-01,2.40e-01,1.86e-01, 
-1.55200e-04,-5.20e-01,2.00e-01,1.86e-01, 
-1.54200e-04,-5.00e-01,2.40e-01,1.89e-01, 
-1.53200e-04,-5.20e-01,2.40e-01,1.87e-01, 
-1.52200e-04,-5.20e-01,1.80e-01,1.89e-01, 
-1.51200e-04,-5.40e-01,2.20e-01,1.88e-01, 
-1.50200e-04,-5.20e-01,2.40e-01,1.91e-01, 
-1.49200e-04,-5.40e-01,2.40e-01,1.94e-01, 
-1.48200e-04,-5.80e-01,2.20e-01,1.91e-01, 
-1.47200e-04,-5.80e-01,2.20e-01,1.91e-01, 
-1.46200e-04,-5.60e-01,2.60e-01,1.92e-01, 
-1.45200e-04,-5.80e-01,2.60e-01,1.92e-01, 
-1.44200e-04,-6.20e-01,2.40e-01,1.91e-01, 
-1.43200e-04,-6.00e-01,2.40e-01,1.92e-01, 
-1.42200e-04,-6.40e-01,2.80e-01,1.96e-01, 
-1.41200e-04,-6.00e-01,2.80e-01,1.94e-01, 
-1.40200e-04,-6.60e-01,2.40e-01,1.95e-01, 
-1.39200e-04,-6.60e-01,2.40e-01,1.94e-01, 
-1.38200e-04,-6.40e-01,3.00e-01,1.96e-01, 
-1.37200e-04,-6.40e-01,2.80e-01,1.94e-01, 
-1.36200e-04,-6.60e-01,3.00e-01,1.98e-01, 
-1.35200e-04,-6.60e-01,2.60e-01,1.96e-01, 
-1.34200e-04,-7.00e-01,3.20e-01,1.94e-01, 
-1.33200e-04,-6.60e-01,3.20e-01,1.94e-01, 
-1.32200e-04,-7.20e-01,2.60e-01,1.92e-01, 
-1.31200e-04,-6.80e-01,2.80e-01,1.94e-01, 
-1.30200e-04,-7.40e-01,3.20e-01,1.92e-01, 
-1.29200e-04,-7.20e-01,3.20e-01,1.92e-01, 
-1.28200e-04,-7.00e-01,2.80e-01,1.89e-01, 
-1.27200e-04,-7.20e-01,3.20e-01,1.92e-01, 
-1.26200e-04,-7.60e-01,3.00e-01,1.90e-01, 
-1.25200e-04,-7.40e-01,3.00e-01,1.91e-01, 
-1.24200e-04,-7.80e-01,3.40e-01,1.86e-01, 
-1.23200e-04,-7.60e-01,3.20e-01,1.88e-01, 
-1.22200e-04,-8.00e-01,3.00e-01,1.85e-01, 
-1.21200e-04,-8.20e-01,3.20e-01,1.86e-01, 
-1.20200e-04,-7.80e-01,3.40e-01,1.84e-01, 
-1.19200e-04,-8.00e-01,3.20e-01,1.85e-01, 
-1.18200e-04,-8.20e-01,3.40e-01,1.82e-01, 
-1.17200e-04,-8.00e-01,3.20e-01,1.81e-01, 
-1.16200e-04,-8.40e-01,3.80e-01,1.83e-01, 
-1.15200e-04,-8.60e-01,3.20e-01,1.81e-01, 
-1.14200e-04,-8.20e-01,3.60e-01,1.79e-01, 
-1.13200e-04,-8.40e-01,3.40e-01,1.81e-01, 
-1.12200e-04,-8.60e-01,3.80e-01,1.77e-01, 
-1.11200e-04,-8.00e-01,3.80e-01,1.78e-01, 
-1.10200e-04,-8.20e-01,3.40e-01,1.76e-01, 
-1.09200e-04,-7.80e-01,3.40e-01,1.76e-01, 
-1.08200e-04,-8.20e-01,3.80e-01,1.73e-01, 
-1.07200e-04,-7.80e-01,3.80e-01,1.76e-01, 
-1.06200e-04,-8.00e-01,3.60e-01,1.73e-01, 
-1.05200e-04,-7.80e-01,3.80e-01,1.74e-01, 
-1.04200e-04,-7.60e-01,4.00e-01,1.72e-01, 
-1.03200e-04,-8.00e-01,3.60e-01,1.72e-01, 
-1.02200e-04,-7.20e-01,4.00e-01,1.70e-01, 
-1.01200e-04,-7.20e-01,3.80e-01,1.71e-01, 
-1.00200e-04,-7.40e-01,4.20e-01,1.72e-01, 
-9.92000e-05,-7.40e-01,4.20e-01,1.73e-01, 
-9.82000e-05,-6.80e-01,3.80e-01,1.69e-01, 
-9.72000e-05,-7.20e-01,4.00e-01,1.70e-01, 
-9.62000e-05,-6.80e-01,4.20e-01,1.69e-01, 
-9.52000e-05,-7.00e-01,4.20e-01,1.69e-01, 
-9.42000e-05,-6.60e-01,3.80e-01,1.70e-01, 
-9.32000e-05,-6.80e-01,4.40e-01,1.71e-01, 
-9.22000e-05,-6.40e-01,3.80e-01,1.69e-01, 
-9.12000e-05,-6.60e-01,4.00e-01,1.71e-01, 
-9.02000e-05,-6.40e-01,4.60e-01,1.69e-01, 
-8.92000e-05,-6.40e-01,4.20e-01,1.70e-01, 
-8.82000e-05,-6.00e-01,4.60e-01,1.72e-01, 
-8.72000e-05,-6.20e-01,4.20e-01,1.73e-01, 
-8.62000e-05,-5.80e-01,4.60e-01,1.70e-01, 
-8.52000e-05,-5.80e-01,4.60e-01,1.70e-01, 
-8.42000e-05,-6.00e-01,4.20e-01,1.72e-01, 
-8.32000e-05,-6.00e-01,4.60e-01,1.71e-01, 
-8.22000e-05,-5.80e-01,4.40e-01,1.73e-01, 
-8.12000e-05,-5.80e-01,4.60e-01,1.72e-01, 
-8.02000e-05,-5.20e-01,4.40e-01,1.75e-01, 
-7.92000e-05,-5.60e-01,4.60e-01,1.74e-01, 
-7.82000e-05,-5.20e-01,4.40e-01,1.71e-01, 
-7.72000e-05,-5.60e-01,4.60e-01,1.74e-01, 
-7.62000e-05,-5.20e-01,4.60e-01,1.71e-01, 
-7.52000e-05,-5.20e-01,4.60e-01,1.70e-01, 
-7.42000e-05,-5.00e-01,4.80e-01,1.74e-01, 
-7.32000e-05,-5.20e-01,4.60e-01,1.74e-01, 
-7.22000e-05,-4.60e-01,5.00e-01,1.73e-01, 
-7.12000e-05,-5.00e-01,4.60e-01,1.75e-01, 
-7.02000e-05,-4.40e-01,5.00e-01,1.77e-01, 
-6.92000e-05,-4.40e-01,4.60e-01,1.77e-01, 
-6.82000e-05,-4.80e-01,5.20e-01,1.76e-01, 
-6.72000e-05,-4.40e-01,4.60e-01,1.75e-01, 
-6.62000e-05,-4.20e-01,5.20e-01,1.79e-01, 
-6.52000e-05,-4.40e-01,4.80e-01,1.76e-01, 
-6.42000e-05,-4.20e-01,5.20e-01,1.79e-01, 
-6.32000e-05,-4.40e-01,5.20e-01,1.78e-01, 
-6.22000e-05,-3.60e-01,4.80e-01,1.75e-01, 
-6.12000e-05,-3.60e-01,5.20e-01,1.75e-01, 
-6.02000e-05,-4.00e-01,4.80e-01,1.79e-01, 
-5.92000e-05,-3.80e-01,5.20e-01,1.79e-01, 
-5.82000e-05,-3.60e-01,5.00e-01,1.78e-01, 
-5.72000e-05,-3.60e-01,5.20e-01,1.79e-01, 
-5.62000e-05,-3.40e-01,5.40e-01,1.80e-01, 
-5.52000e-05,-3.60e-01,5.20e-01,1.81e-01, 
-5.42000e-05,-3.20e-01,5.40e-01,1.79e-01, 
-5.32000e-05,-3.00e-01,5.40e-01,1.81e-01, 
-5.22000e-05,-3.40e-01,5.00e-01,1.78e-01, 
-5.12000e-05,-3.00e-01,5.40e-01,1.79e-01, 
-5.02000e-05,-3.20e-01,5.20e-01,1.82e-01, 
-4.92000e-05,-2.60e-01,5.20e-01,1.82e-01, 
-4.82000e-05,-3.00e-01,5.60e-01,1.79e-01, 
-4.72000e-05,-2.60e-01,5.20e-01,1.79e-01, 
-4.62000e-05,-3.00e-01,5.80e-01,1.80e-01, 
-4.52000e-05,-2.80e-01,5.20e-01,1.80e-01, 
-4.42000e-05,-2.40e-01,5.60e-01,1.82e-01, 
-4.32000e-05,-2.20e-01,5.20e-01,1.80e-01, 
-4.22000e-05,-2.40e-01,5.60e-01,1.84e-01, 
-4.12000e-05,-2.20e-01,5.40e-01,1.80e-01, 
-4.02000e-05,-2.00e-01,5.80e-01,1.83e-01, 
-3.92000e-05,-2.00e-01,5.40e-01,1.82e-01, 
-3.82000e-05,-2.20e-01,5.60e-01,1.79e-01, 
-3.72000e-05,-2.20e-01,5.60e-01,1.79e-01, 
-3.62000e-05,-1.60e-01,5.20e-01,1.82e-01, 
-3.52000e-05,-2.00e-01,5.60e-01,1.83e-01, 
-3.42000e-05,-1.60e-01,5.20e-01,1.85e-01, 
-3.32000e-05,-1.60e-01,5.60e-01,1.84e-01, 
-3.22000e-05,-1.60e-01,5.20e-01,1.81e-01, 
-3.12000e-05,-1.40e-01,5.60e-01,1.80e-01, 
-3.02000e-05,-1.60e-01,5.20e-01,1.82e-01, 
-2.92000e-05,-1.40e-01,5.40e-01,1.82e-01, 
-2.82000e-05,-1.00e-01,5.60e-01,1.80e-01, 
-2.72000e-05,-8.00e-02,5.60e-01,1.81e-01, 
-2.62000e-05,-1.20e-01,5.20e-01,1.80e-01, 
-2.52000e-05,-1.00e-01,5.20e-01,1.82e-01, 
-2.42000e-05,-6.00e-02,5.60e-01,1.80e-01, 
-2.32000e-05,-8.00e-02,5.60e-01,1.78e-01, 
-2.22000e-05,-6.00e-02,5.20e-01,1.80e-01, 
-2.12000e-05,-2.00e-02,5.20e-01,1.79e-01, 
-2.02000e-05,-8.00e-02,5.60e-01,1.78e-01, 
-1.92000e-05,-6.00e-02,5.60e-01,1.79e-01, 
-1.82000e-05,-2.00e-02,5.20e-01,1.80e-01, 
-1.72000e-05,-2.00e-02,5.20e-01,1.80e-01, 
-1.62000e-05,2.00e-02,5.40e-01,1.81e-01, 
-1.52000e-05,-2.00e-02,5.60e-01,1.80e-01, 
-1.42000e-05,2.00e-02,5.20e-01,1.78e-01, 
-1.32000e-05,2.00e-02,5.20e-01,1.78e-01, 
-1.22000e-05,4.00e-02,5.60e-01,1.77e-01, 
-1.12000e-05,2.00e-02,5.40e-01,1.78e-01, 
-1.02000e-05,6.00e-02,5.20e-01,1.76e-01, 
-9.20000e-06,4.00e-02,5.20e-01,1.76e-01, 
-8.20000e-06,8.00e-02,5.40e-01,1.78e-01, 
-7.20000e-06,8.00e-02,5.40e-01,1.76e-01, 
-6.20000e-06,6.00e-02,5.00e-01,1.73e-01, 
-5.20000e-06,8.00e-02,5.00e-01,1.74e-01, 
-4.20000e-06,1.20e-01,5.40e-01,1.75e-01, 
-3.20000e-06,6.00e-02,5.20e-01,1.74e-01, 
-2.20000e-06,1.40e-01,4.80e-01,1.76e-01, 
-1.20000e-06,1.20e-01,5.00e-01,1.77e-01, 
-2.00000e-07,1.40e-01,5.20e-01,1.74e-01, 
7.99999e-07,1.60e-01,5.20e-01,1.75e-01, 
1.80000e-06,1.40e-01,4.80e-01,1.72e-01, 
2.80000e-06,1.40e-01,5.20e-01,1.71e-01, 
3.80000e-06,1.80e-01,4.80e-01,1.74e-01, 
4.80000e-06,2.00e-01,5.20e-01,1.74e-01, 
5.80000e-06,1.40e-01,4.60e-01,1.71e-01, 
6.80000e-06,1.80e-01,5.00e-01,1.68e-01, 
7.80000e-06,2.00e-01,4.60e-01,1.71e-01, 
8.80000e-06,1.80e-01,4.60e-01,1.71e-01, 
9.80000e-06,2.20e-01,4.80e-01,1.68e-01, 
1.08000e-05,2.00e-01,4.80e-01,1.68e-01, 
1.18000e-05,2.40e-01,4.60e-01,1.71e-01, 
1.28000e-05,2.00e-01,4.40e-01,1.72e-01, 
1.38000e-05,2.60e-01,4.80e-01,1.70e-01, 
1.48000e-05,2.40e-01,4.80e-01,1.70e-01, 
1.58000e-05,2.80e-01,4.40e-01,1.71e-01, 
1.68000e-05,2.80e-01,4.40e-01,1.71e-01, 
1.78000e-05,2.60e-01,4.80e-01,1.68e-01, 
1.88000e-05,2.80e-01,4.60e-01,1.69e-01, 
1.98000e-05,3.20e-01,4.20e-01,1.68e-01, 
2.08000e-05,3.20e-01,4.60e-01,1.68e-01, 
2.18000e-05,2.80e-01,4.20e-01,1.69e-01, 
2.28000e-05,2.80e-01,4.20e-01,1.70e-01, 
2.38000e-05,3.40e-01,4.60e-01,1.68e-01, 
2.48000e-05,3.20e-01,4.60e-01,1.69e-01, 
2.58000e-05,3.40e-01,4.00e-01,1.73e-01, 
2.68000e-05,3.40e-01,4.40e-01,1.74e-01, 
2.78000e-05,3.80e-01,4.00e-01,1.72e-01, 
2.88000e-05,3.40e-01,4.40e-01,1.74e-01, 
2.98000e-05,3.80e-01,4.00e-01,1.76e-01, 
3.08000e-05,3.60e-01,4.40e-01,1.76e-01, 
3.18000e-05,4.00e-01,3.80e-01,1.74e-01, 
3.28000e-05,4.00e-01,3.80e-01,1.75e-01, 
3.38000e-05,4.20e-01,4.20e-01,1.78e-01, 
3.48000e-05,4.20e-01,4.20e-01,1.77e-01, 
3.58000e-05,4.40e-01,3.80e-01,1.81e-01, 
3.68000e-05,4.20e-01,4.20e-01,1.78e-01, 
3.78000e-05,4.60e-01,3.80e-01,1.80e-01, 
3.88000e-05,4.20e-01,4.00e-01,1.82e-01, 
3.98000e-05,4.80e-01,3.60e-01,1.79e-01, 
4.08000e-05,4.80e-01,4.00e-01,1.81e-01, 
4.18000e-05,4.40e-01,3.40e-01,1.85e-01, 
4.28000e-05,4.60e-01,3.80e-01,1.84e-01, 
4.38000e-05,5.00e-01,3.40e-01,1.86e-01, 
4.48000e-05,4.80e-01,3.80e-01,1.86e-01, 
4.58000e-05,5.40e-01,3.40e-01,1.88e-01, 
4.68000e-05,5.00e-01,3.80e-01,1.90e-01, 
4.78000e-05,5.40e-01,3.20e-01,1.88e-01, 
4.88000e-05,5.60e-01,3.20e-01,1.88e-01, 
4.98000e-05,5.00e-01,3.60e-01,1.91e-01, 
5.08000e-05,5.60e-01,3.60e-01,1.90e-01, 
5.18000e-05,5.40e-01,3.20e-01,1.93e-01, 
5.28000e-05,5.60e-01,3.60e-01,1.92e-01, 
5.38000e-05,6.00e-01,3.20e-01,1.94e-01, 
5.48000e-05,5.60e-01,3.20e-01,1.92e-01, 
5.58000e-05,6.00e-01,3.40e-01,1.94e-01, 
5.68000e-05,6.00e-01,3.20e-01,1.93e-01, 
5.78000e-05,6.40e-01,3.40e-01,1.96e-01, 
5.88000e-05,6.00e-01,3.00e-01,1.96e-01, 
5.98000e-05,6.60e-01,3.40e-01,1.94e-01, 
6.08000e-05,6.20e-01,3.40e-01,1.96e-01, 
6.18000e-05,6.60e-01,2.80e-01,1.94e-01, 
6.28000e-05,6.80e-01,3.00e-01,1.95e-01, 
6.38000e-05,6.40e-01,3.20e-01,1.92e-01, 
6.48000e-05,6.60e-01,3.20e-01,1.94e-01, 
6.58000e-05,7.00e-01,2.80e-01,1.90e-01, 
6.68000e-05,7.00e-01,3.20e-01,1.91e-01, 
6.78000e-05,6.80e-01,2.80e-01,1.94e-01, 
6.88000e-05,6.80e-01,3.20e-01,1.93e-01, 
6.98000e-05,7.20e-01,2.60e-01,1.91e-01, 
7.08000e-05,7.00e-01,3.00e-01,1.91e-01, 
7.18000e-05,7.40e-01,2.60e-01,1.89e-01, 
7.28000e-05,7.20e-01,2.80e-01,1.88e-01, 
7.38000e-05,7.80e-01,2.40e-01,1.86e-01, 
7.48000e-05,7.40e-01,2.40e-01,1.87e-01, 
7.58000e-05,7.80e-01,3.00e-01,1.84e-01, 
7.68000e-05,7.60e-01,2.80e-01,1.84e-01, 
7.78000e-05,7.80e-01,2.40e-01,1.82e-01, 
7.88000e-05,7.80e-01,2.80e-01,1.82e-01, 
7.98000e-05,8.00e-01,2.40e-01,1.79e-01, 
8.08000e-05,8.00e-01,2.20e-01,1.81e-01, 
8.18000e-05,8.40e-01,2.80e-01,1.78e-01, 
8.28000e-05,8.20e-01,2.40e-01,1.79e-01, 
8.38000e-05,8.40e-01,2.20e-01,1.77e-01, 
8.48000e-05,8.20e-01,2.40e-01,1.78e-01, 
8.58000e-05,8.60e-01,2.20e-01,1.72e-01, 
8.68000e-05,8.40e-01,2.40e-01,1.75e-01, 
8.78000e-05,8.80e-01,2.00e-01,1.73e-01, 
8.88000e-05,8.60e-01,2.20e-01,1.72e-01, 
8.98000e-05,9.00e-01,2.40e-01,1.72e-01, 
9.08000e-05,8.60e-01,2.40e-01,1.73e-01, 
9.18000e-05,9.20e-01,2.00e-01,1.72e-01, 
9.28000e-05,9.20e-01,1.80e-01,1.71e-01, 
9.38000e-05,8.80e-01,2.40e-01,1.68e-01, 
9.48000e-05,9.20e-01,1.80e-01,1.69e-01, 
9.58000e-05,9.60e-01,2.40e-01,1.71e-01, 
9.68000e-05,9.20e-01,2.20e-01,1.69e-01, 
9.78000e-05,9.60e-01,1.60e-01,1.71e-01, 
9.88000e-05,9.20e-01,2.00e-01,1.73e-01, 
9.98000e-05,9.80e-01,1.60e-01,1.71e-01, 
1.00800e-04,9.80e-01,1.60e-01,1.71e-01, 
1.01800e-04,9.60e-01,2.00e-01,1.68e-01, 
1.02800e-04,9.80e-01,2.00e-01,1.69e-01, 
1.03800e-04,1.02e+00,1.60e-01,1.72e-01, 
1.04800e-04,1.00e+00,1.60e-01,1.71e-01, 
1.05800e-04,1.04e+00,2.00e-01,1.73e-01, 
1.06800e-04,1.04e+00,1.80e-01,1.72e-01, 
1.07800e-04,1.00e+00,1.40e-01,1.75e-01, 
1.08800e-04,1.02e+00,1.40e-01,1.76e-01, 
1.09800e-04,1.06e+00,1.80e-01,1.74e-01, 
1.10800e-04,1.02e+00,1.60e-01,1.76e-01, 
1.11800e-04,1.08e+00,1.20e-01,1.75e-01, 
1.12800e-04,1.06e+00,1.60e-01,1.76e-01, 
1.13800e-04,1.10e+00,1.20e-01,1.80e-01, 
1.14800e-04,1.06e+00,1.60e-01,1.80e-01, 
1.15800e-04,1.12e+00,1.00e-01,1.83e-01, 
1.16800e-04,1.14e+00,1.60e-01,1.82e-01, 
1.17800e-04,1.08e+00,1.00e-01,1.85e-01, 
1.18800e-04,1.10e+00,1.00e-01,1.85e-01, 
1.19800e-04,1.14e+00,1.60e-01,1.84e-01, 
1.20800e-04,1.14e+00,1.40e-01,1.88e-01, 
1.21800e-04,1.18e+00,1.00e-01,1.86e-01, 
1.22800e-04,1.14e+00,1.00e-01,1.88e-01, 
1.23800e-04,1.20e+00,1.40e-01,1.85e-01, 
1.24800e-04,1.14e+00,1.40e-01,1.85e-01, 
1.25800e-04,1.20e+00,1.00e-01,1.91e-01, 
1.26800e-04,1.20e+00,1.00e-01,1.91e-01, 
1.27800e-04,1.18e+00,1.20e-01,1.89e-01, 
1.28800e-04,1.18e+00,1.00e-01,1.89e-01, 
1.29800e-04,1.22e+00,8.00e-02,1.92e-01, 
1.30800e-04,1.20e+00,1.20e-01,1.91e-01, 
1.31800e-04,1.26e+00,8.00e-02,1.94e-01, 
1.32800e-04,1.24e+00,1.00e-01,1.92e-01, 
1.33800e-04,1.28e+00,6.00e-02,1.94e-01, 
1.34800e-04,1.22e+00,6.00e-02,1.93e-01, 
1.35800e-04,1.28e+00,1.00e-01,1.95e-01, 
1.36800e-04,1.26e+00,6.00e-02,1.94e-01, 
1.37800e-04,1.24e+00,8.00e-02,1.97e-01, 
1.38800e-04,1.26e+00,8.00e-02,1.96e-01, 
1.39800e-04,1.20e+00,2.00e-02,1.94e-01, 
1.40800e-04,1.24e+00,8.00e-02,1.94e-01, 
1.41800e-04,1.20e+00,2.00e-02,1.95e-01, 
1.42800e-04,1.22e+00,6.00e-02,1.94e-01, 
1.43800e-04,1.18e+00,4.00e-02,1.94e-01, 
1.44800e-04,1.20e+00,6.00e-02,1.94e-01, 
1.45800e-04,1.16e+00,2.00e-02,1.96e-01, 
1.46800e-04,1.20e+00,2.00e-02,1.95e-01, 
1.47800e-04,1.16e+00,6.00e-02,1.93e-01, 
1.48800e-04,1.16e+00,6.00e-02,1.94e-01, 
1.49800e-04,1.14e+00,2.00e-02,1.92e-01, 
1.50800e-04,1.14e+00,2.00e-02,1.92e-01, 
1.51800e-04,1.12e+00,4.00e-02,1.93e-01, 
1.52800e-04,1.10e+00,6.00e-02,1.92e-01, 
1.53800e-04,1.14e+00,0.00e+00,1.90e-01, 
1.54800e-04,1.12e+00,2.00e-02,1.93e-01, 
1.55800e-04,1.10e+00,0.00e+00,1.88e-01, 
